"feature","num_methods_outof4_feature_important_AD","num_methods_outof4_feature_important_PD","num_methods_outof4_feature_important_Dementia","num_methods_outof12_finding_feature_important","PheCode","Phenotype"
"Cellulitis.and.abscess.of.trunk",1,1,1,3,681.7,"Cellulitis and abscess of trunk"
"Central.nonobstroctive.sleep.apnea",0,1,0,1,327.31,"Central/nonobstroctive sleep apnea"
"Central.origin.vertigo",0,0,0,0,386.21,"Central origin vertigo"
"Cerebral.aneurysm",2,1,1,4,433.5,"Cerebral aneurysm"
"Cerebral.artery.occlusion..with.cerebral.infarction",4,4,4,12,433.21,"Cerebral artery occlusion, with cerebral infarction"
"Cerebral.atherosclerosis",4,4,4,12,433.12,"Cerebral atherosclerosis"
"Cerebral.cysts",0,0,0,0,348.4,"Cerebral cysts"
"Cerebral.degeneration..unspecified",4,4,4,12,331.9,"Cerebral degeneration, unspecified"
"Cerebral.edema.and.compression.of.brain",4,4,3,11,348.2,"Cerebral edema and compression of brain"
"Cerebral.ischemia",2,3,4,9,433.3,"Cerebral ischemia"
"Cerebral.laceration.and.contusion",0,0,1,1,816,"Cerebral laceration and contusion"
"Cerebrovascular.disease",1,4,0,5,433,"Cerebrovascular disease"
"Certain.early.complications.of.trauma.or.procedure",0,0,0,0,958,"Certain early complications of trauma or procedure"
"Cervical.cancer",0,0,0,0,180.1,"Cervical cancer"
"Cervical.cancer.and.dysplasia",0,0,0,0,180,"Cervical cancer and dysplasia"
"Cervical.incompetence",0,0,0,0,636.8,"Cervical incompetence"
"Cervical.intraepithelial.neoplasia..CIN...Cervical.dysplasia.",0,0,0,0,180.3,"Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]"
"Cervical.radiculitis",0,0,0,0,765,"Cervical radiculitis"
"Cervicalgia",4,4,4,12,761,"Cervicalgia"
"Cervicitis.and.endocervicitis",0,0,0,0,614.51,"Cervicitis and endocervicitis"
"Cervicocranial.Cervicobrachial.syndrome",0,0,0,0,767,"Cervicocranial/Cervicobrachial syndrome"
"Changes.in.skin.texture",0,0,0,0,687.3,"Changes in skin texture"
"chemo",4,4,4,12,NA,NA
"Cholangitis",0,0,0,0,575.1,"Cholangitis"
"Cholecystitis.without.cholelithiasis",0,2,0,2,574.3,"Cholecystitis without cholelithiasis"
"Cholelithiasis",1,3,2,6,574.1,"Cholelithiasis"
"Cholelithiasis.and.cholecystitis",0,0,0,0,574,"Cholelithiasis and cholecystitis"
"Cholelithiasis.with.acute.cholecystitis",0,0,1,1,574.11,"Cholelithiasis with acute cholecystitis"
"Cholelithiasis.with.other.cholecystitis",0,0,1,1,574.12,"Cholelithiasis with other cholecystitis"
"Cholesteatoma",0,0,0,0,385.3,"Cholesteatoma"
"Cholesterolosis.of.gallbladder",0,0,0,0,575.6,"Cholesterolosis of gallbladder"
"Chondrocalcinosis",0,3,3,6,274.21,"Chondrocalcinosis"
"Chondromalacia",0,0,0,0,733.9,"Chondromalacia"
"Chorioretinal.inflammations..scars..and.other.disorders.of.choroid",0,0,0,0,363,"Chorioretinal inflammations, scars, and other disorders of choroid"
"Chorioretinal.scars",0,0,0,0,363.3,"Chorioretinal scars"
"Choroidal.degenerations",0,0,0,0,363.4,"Choroidal degenerations"
"Chromosomal.anomalies",0,0,0,0,758.1,"Chromosomal anomalies"
"Chromosomal.anomalies.and.genetic.disorders",0,0,0,0,758,"Chromosomal anomalies and genetic disorders"
"Chronic.airway.obstruction",4,4,4,12,496,"Chronic airway obstruction"
"Chronic.bronchitis",1,1,0,2,496.2,"Chronic bronchitis"
"Chronic.cystitis",0,0,0,0,592.12,"Chronic cystitis"
"Chronic.dermatitis.due.to.solar.radiation",0,0,1,1,938.2,"Chronic dermatitis due to solar radiation"
"Chronic.fatigue.syndrome",0,0,0,0,798.1,"Chronic fatigue syndrome"
"Chronic.glomerulonephritis..NOS",0,0,0,0,580.14,"Chronic glomerulonephritis, NOS"
"Chronic.graft.versus.host.disease",0,0,0,0,81.12,"Chronic graft-versus-host disease"
"Chronic.hepatitis",1,0,2,3,70.4,"Chronic hepatitis"
"Chronic.inflammatory.disorders.of.orbit",0,0,0,0,371.9,"Chronic inflammatory disorders of orbit"
"Chronic.inflammatory.pelvic.disease",0,0,0,0,614.32,"Chronic inflammatory pelvic disease"
"Chronic.interstitial.cystitis",0,0,0,0,592.13,"Chronic interstitial cystitis"
"Chronic.kidney.disease..Stage.I.or.II",0,2,1,3,585.4,"Chronic kidney disease, Stage I or II"
"Chronic.Kidney.Disease..Stage.III",3,4,4,11,585.33,"Chronic Kidney Disease, Stage III"
"Chronic.Kidney.Disease..Stage.IV",4,2,4,10,585.34,"Chronic Kidney Disease, Stage IV"
"Chronic.laryngitis",0,0,1,1,473.1,"Chronic laryngitis"
"Chronic.liver.disease.and.cirrhosis",0,0,0,0,571,"Chronic liver disease and cirrhosis"
"Chronic.lymphocytic.thyroiditis",0,0,1,1,245.21,"Chronic lymphocytic thyroiditis"
"Chronic.obstructive.asthma",3,3,2,8,495.1,"Chronic obstructive asthma"
"Chronic.obstructive.asthma.with.exacerbation",0,1,1,2,495.11,"Chronic obstructive asthma with exacerbation"
"Chronic.osteomyelitis",0,0,1,1,710.12,"Chronic osteomyelitis"
"Chronic.pain",3,2,3,8,338.2,"Chronic pain"
"Chronic.pain.syndrome",0,0,0,0,355.1,"Chronic pain syndrome"
"Chronic.pancreatitis",0,1,0,1,577.2,"Chronic pancreatitis"
"Chronic.passive.congestion.of.liver",0,1,0,1,573.1,"Chronic passive congestion of liver"
"Chronic.pericarditis",0,2,1,3,420.22,"Chronic pericarditis"
"Chronic.periodontitis",0,0,0,0,523.32,"Chronic periodontitis"
"Chronic.pharyngitis.and.nasopharyngitis",1,1,1,3,472,"Chronic pharyngitis and nasopharyngitis"
"Chronic.prostatitis",0,0,0,0,601.12,"Chronic prostatitis"
"Chronic.pulmonary.heart.disease",4,2,4,10,415.2,"Chronic pulmonary heart disease"
"Chronic.renal.failure..CKD.",4,4,3,11,585.3,"Chronic renal failure [CKD]"
"Chronic.sinusitis",2,2,1,5,475,"Chronic sinusitis"
"Chronic.thyroiditis",2,0,0,2,245.2,"Chronic thyroiditis"
"Chronic.tonsillitis.and.adenoiditis",0,0,0,0,474.2,"Chronic tonsillitis and adenoiditis"
"Chronic.ulcer.of.leg.or.foot",3,3,2,8,707.2,"Chronic ulcer of leg or foot"
"Chronic.ulcer.of.skin",0,0,0,0,707,"Chronic ulcer of skin"
"Chronic.ulcer.of.unspecified.site",1,2,2,5,707.3,"Chronic ulcer of unspecified site"
"Chronic.vascular.insufficiency.of.intestine",1,1,0,2,441.2,"Chronic vascular insufficiency of intestine"
"Chronic.venous.hypertension",0,0,0,0,453,"Chronic venous hypertension"
"Chronic.venous.insufficiency..CVI.",1,2,2,5,456,"Chronic venous insufficiency [CVI]"
"Circadian.rhythm.sleep.disorder",0,0,1,1,327.6,"Circadian rhythm sleep disorder"
"Circulatory.disease.NEC",3,2,2,7,459.9,"Circulatory disease NEC"
"Circumscribed.scleroderma",0,0,0,0,701.3,"Circumscribed scleroderma"
"Cirrhosis.of.liver.without.mention.of.alcohol",1,2,1,4,571.51,"Cirrhosis of liver without mention of alcohol"
"Claw.toe..acquired.",0,0,0,0,735.22,"Claw toe (acquired)"
"Cleft.palate",0,0,0,0,749.1,"Cleft palate"
"Coagulation.defects.complicating.pregnancy.or.postpartum",0,0,0,0,286.3,"Coagulation defects complicating pregnancy or postpartum"
"Coccidioidomycosis",0,0,0,0,117.2,"Coccidioidomycosis"
"Colles..fracture",0,0,1,1,803.21,"Colles' fracture"
"Colon.cancer",0,0,0,0,153.2,"Colon cancer"
"Color.vision.deficiencies",0,0,0,0,368.5,"Color vision deficiencies"
"Colorectal.cancer",0,0,0,0,153,"Colorectal cancer"
"Coma",1,1,1,3,348.7,"Coma"
"Complex.regional.central.pain.syndrome",0,0,1,1,355,"Complex regional/central pain syndrome"
"Complication.due.to.other.implant.and.internal.device",0,0,1,1,859,"Complication due to other implant and internal device"
"Complication.of.amputation.stump",0,0,1,1,874,"Complication of amputation stump"
"Complication.of.colostomy.or.enterostomy",0,0,1,1,853,"Complication of colostomy or enterostomy"
"Complication.of.internal.orthopedic.device",0,0,1,1,858,"Complication of internal orthopedic device"
"Complication.of.nervous.system.device..implant..and.graft",0,3,0,3,855,"Complication of nervous system device, implant, and graft"
"Complications.following.abortion.or.ectopic.and.molar.pregnancies",0,0,0,0,639,"Complications following abortion or ectopic and molar pregnancies"
"Complications.of.cardiac.vascular.device..implant..and.graft",2,2,1,5,854,"Complications of cardiac/vascular device, implant, and graft"
"Complications.of.gastrostomy..colostomy.and.enterostomy",0,0,1,1,536.7,"Complications of gastrostomy, colostomy and enterostomy"
"Complications.of.labor.and.delivery.NEC",0,0,0,0,669,"Complications of labor and delivery NEC"
"Complications.of.surgical.and.medical.procedures",2,3,2,7,1011,"Complications of surgical and medical procedures"
"Complications.of.transplants.and.reattached.limbs",2,0,1,3,851,"Complications of transplants and reattached limbs"
"Concussion",0,1,2,3,817,"Concussion"
"Conduct.disorders",0,0,1,1,312,"Conduct disorders"
"Conductive.hearing.loss",0,0,0,0,389.2,"Conductive hearing loss"
"Congenital.anomalies.of.abdominal.wall..diaphram",0,0,0,0,756.1,"Congenital anomalies of abdominal wall; diaphram"
"Congenital.anomalies.of.breast",0,0,0,0,612.3,"Congenital anomalies of breast"
"Congenital.anomalies.of.esophagus",0,0,0,0,750.14,"Congenital anomalies of esophagus"
"Congenital.anomalies.of.face.and.neck",0,0,0,0,749,"Congenital anomalies of face and neck"
"Congenital.anomalies.of.female.genital.organs",0,0,0,0,751.11,"Congenital anomalies of female genital organs"
"Congenital.anomalies.of.genital.organs",0,0,0,0,751.1,"Congenital anomalies of genital organs"
"Congenital.anomalies.of.great.vessels",4,3,4,11,747.13,"Congenital anomalies of great vessels"
"Congenital.anomalies.of.intestine",0,0,0,0,750.21,"Congenital anomalies of intestine"
"Congenital.anomalies.of.limbs",0,0,0,0,755,"Congenital anomalies of limbs"
"Congenital.anomalies.of.male.genital.organs",0,0,0,0,751.12,"Congenital anomalies of male genital organs"
"Congenital.anomalies.of.mouth.tongue",0,0,0,0,750.13,"Congenital anomalies of mouth/tongue"
"Congenital.anomalies.of.muscle..tendon..fascia..and.connective.tissue",0,0,0,0,756.3,"Congenital anomalies of muscle, tendon, fascia, and connective tissue"
"Congenital.anomalies.of.peripheral.vascular.system",0,0,0,0,747.2,"Congenital anomalies of peripheral vascular system"
"Congenital.anomalies.of.posterior.segment.of.eye",0,0,0,0,753.2,"Congenital anomalies of posterior segment of eye"
"Congenital.anomalies.of.skin",3,0,1,4,691,"Congenital anomalies of skin"
"Congenital.anomalies.of.skull.and.face.bones",0,0,0,0,749.2,"Congenital anomalies of skull and face bones"
"Congenital.anomalies.of.stomach",0,0,0,0,750.15,"Congenital anomalies of stomach"
"Congenital.anomalies.of.the.eye",0,0,0,0,753,"Congenital anomalies of the eye"
"Congenital.anomalies.of.the.integument",0,1,0,1,757,"Congenital anomalies of the integument"
"Congenital.anomalies.of.upper.limb..including.shoulder.girdle",0,0,0,0,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
"Congenital.anomalies.of.urinary.system",0,0,0,0,751.2,"Congenital anomalies of urinary system"
"Congenital.anomaly.of.fingers.toes",2,0,0,2,755.3,"Congenital anomaly of fingers/toes"
"Congenital.anomaly.of.gallbladder..bile.ducts..liver..pancreas",0,0,0,0,750.22,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"
"Congenital.cataract.and.lens.anomalies",0,0,0,0,753.1,"Congenital cataract and lens anomalies"
"Congenital.coagulation.defects",0,0,0,0,286.1,"Congenital coagulation defects"
"Congenital.deficiency.of.other.clotting.factors..including.factor.VII.",0,0,0,0,286.12,"Congenital deficiency of other clotting factors (including factor VII)"
"Congenital.deformities.of.feet",0,0,0,0,755.1,"Congenital deformities of feet"
"Congenital.factor.VIII.disorder",0,0,0,0,286.13,"Congenital factor VIII disorder"
"Congenital.hip.dysplasia.and.deformity",0,0,0,0,755.61,"Congenital hip dysplasia and deformity"
"Congenital.hypertrophic.pyloric.stenosis",0,0,0,0,750.5,"Congenital hypertrophic pyloric stenosis"
"Congenital.hypothyroidism",0,0,0,0,244.5,"Congenital hypothyroidism"
"Congenital.musculoskeletal.deformities.of.spine",0,0,0,0,754,"Congenital musculoskeletal deformities of spine"
"Congenital.osteodystrophies",0,0,0,0,756.5,"Congenital osteodystrophies"
"Congenital.pigmentary.anomalies.of.skin",0,0,0,0,691.3,"Congenital pigmentary anomalies of skin"
"Congestive.heart.failure..CHF..NOS",4,3,4,11,428.1,"Congestive heart failure (CHF) NOS"
"Congestive.heart.failure..nonhypertensive",0,0,0,0,428,"Congestive heart failure; nonhypertensive"
"Conjunctivitis..infectious",0,1,1,2,369.5,"Conjunctivitis, infectious"
"Conjunctivitis..noninfectious",0,0,0,0,371.2,"Conjunctivitis, noninfectious"
"Constipation",3,4,4,11,563,"Constipation"
"Constitutional.aplastic.anemia",0,0,0,0,284.2,"Constitutional aplastic anemia"
"Contact.and.allergic.dermatitis.of.eyelid",0,0,0,0,939.1,"Contact and allergic dermatitis of eyelid"
"Contact.dermatitis.and.other.eczema.due.to.plants..except.food.",1,0,0,1,931,"Contact dermatitis and other eczema due to plants [except food]"
"Contracture.of.joint",0,0,1,1,739,"Contracture of joint"
"Contracture.of.palmar.fascia..Dupuytren.s.disease.",0,0,0,0,728.71,"Contracture of palmar fascia [Dupuytren's disease]"
"Contracture.of.tendon..sheath.",0,0,0,0,727.7,"Contracture of tendon (sheath)"
"Contusion",2,3,4,9,916,"Contusion"
"Convulsions",3,2,4,9,345.3,"Convulsions"
"Cornea.replaced.by.transplant",0,0,0,0,364.9,"Cornea replaced by transplant"
"Corneal.degenerations",0,0,0,0,364.4,"Corneal degenerations"
"Corneal.dystrophy",0,0,0,0,364.5,"Corneal dystrophy"
"Corneal.edema",0,0,0,0,364.2,"Corneal edema"
"Corneal.opacity",1,0,0,1,364.1,"Corneal opacity"
"Corneal.opacity.and.other.disorders.of.cornea",0,0,0,0,364,"Corneal opacity and other disorders of cornea"
"Corneal.ulcer",0,0,0,0,370.1,"Corneal ulcer"
"Corns.and.callosities",1,1,1,3,700,"Corns and callosities"
"Coronary.atherosclerosis",3,4,4,11,411.4,"Coronary atherosclerosis"
"Costochondritis",0,0,1,1,733.6,"Costochondritis"
"Cough",3,2,4,9,512.8,"Cough"
"Cramp.of.limb",1,1,0,2,771.2,"Cramp of limb"
"Crushing.injury",0,0,0,0,1006,"Crushing injury"
"Crushing.or.internal.injury.to.organs",0,0,1,1,1008,"Crushing or internal injury to organs"
"Crystal.arthropathies",0,0,1,1,274.2,"Crystal arthropathies"
"Curvature.of.spine",0,0,0,0,737,"Curvature of spine"
"Cushing.s.syndrome",0,0,0,0,255.11,"Cushing's syndrome"
"Cutaneous.lupus.erythematosus",0,0,0,0,695.41,"Cutaneous lupus erythematosus"
"Cyst.and.pseudocyst.of.pancreas",2,0,2,4,577.3,"Cyst and pseudocyst of pancreas"
"Cyst.of.bone",0,0,0,0,733.2,"Cyst of bone"
"Cyst.of.kidney..acquired",4,4,2,10,586.2,"Cyst of kidney, acquired"
"Cyst.of.the.salivary.gland",0,1,1,2,528.41,"Cyst of the salivary gland"
"Cyst.or.abscess.of.Bartholin.s.gland",0,0,0,0,614.53,"Cyst or abscess of Bartholin's gland"
"Cystic.fibrosis",0,1,0,1,499,"Cystic fibrosis"
"Cystic.kidney.disease",0,0,1,1,751.21,"Cystic kidney disease"
"Cystic.mastopathy",0,0,0,0,610.1,"Cystic mastopathy"
"Cystitis",0,0,1,1,592.1,"Cystitis"
"Cystitis.and.urethritis",0,0,0,0,592,"Cystitis and urethritis"
"Cystoid.macular.degeneration.of.retina",0,1,1,2,362.23,"Cystoid macular degeneration of retina"
"Cysts.of.oral.soft.tissues",0,0,0,0,528.4,"Cysts of oral soft tissues"
"Cysts.of.the.jaws",0,1,0,1,526.1,"Cysts of the jaws"
"Decreased.libido",0,0,0,0,302.1,"Decreased libido"
"Decreased.white.blood.cell.count",0,0,1,1,288.1,"Decreased white blood cell count"
"Decubitus.ulcer",4,4,4,12,707.1,"Decubitus ulcer"
"Deep.vein.thrombosis..DVT.",3,4,4,11,452.2,"Deep vein thrombosis [DVT]"
"Defibrination.syndrome",0,1,0,1,286.6,"Defibrination syndrome"
"Deficiency.anemias",2,1,0,3,281.9,"Deficiency anemias"
"Deficiency.of.humoral.immunity",2,0,1,3,279.11,"Deficiency of humoral immunity"
"Degeneration.of.intervertebral.disc",2,4,4,10,722.6,"Degeneration of intervertebral disc"
"Degeneration.of.macula.and.posterior.pole.of.retina",0,0,0,0,362.2,"Degeneration of macula and posterior pole of retina"
"Degenerative.and.vascular.disorders.of.ear",0,0,1,1,389.3,"Degenerative and vascular disorders of ear"
"Degenerative.disease.of.the.spinal.cord",1,0,1,2,334,"Degenerative disease of the spinal cord"
"Degenerative.skin.conditions.and.other.dermatoses",2,0,0,2,702,"Degenerative skin conditions and other dermatoses"
"Degenerative.skin.disorders",0,0,0,0,702.4,"Degenerative skin disorders"
"Delayed.milestones",0,0,0,0,264.3,"Delayed milestones"
"Delirium.dementia.and.amnestic.and.other.cognitive.disorders",4,4,4,12,290,"Delirium dementia and amnestic and other cognitive disorders"
"Delirium.due.to.conditions.classified.elsewhere",1,1,2,4,290.2,"Delirium due to conditions classified elsewhere"
"Dementia.with.cerebral.degenerations",3,4,4,11,290.12,"Dementia with cerebral degenerations"
"Dental.abrasion..erosion.and.attrition",0,0,0,0,521.2,"Dental abrasion, erosion and attrition"
"Dental.caries",1,1,0,2,521.1,"Dental caries"
"Dentofacial.anomalies..including.malocclusion",0,0,0,0,524,"Dentofacial anomalies, including malocclusion"
"Dependence.on.respirator..Ventilator..or.supplemental.oxygen",1,1,1,3,509.8,"Dependence on respirator [Ventilator] or supplemental oxygen"
"Depression",3,3,4,10,296.2,"Depression"
"Derangement.of.joint..non.traumatic",0,0,0,0,742,"Derangement of joint, non-traumatic"
"Dermatitis.due.to.solar.radiation",0,0,0,0,938,"Dermatitis due to solar radiation"
"Dermatitis.herpetiformis",0,0,0,0,695.21,"Dermatitis herpetiformis"
"Dermatochalasis",0,0,1,1,374.6,"Dermatochalasis"
"Dermatomycoses",1,0,0,1,110.2,"Dermatomycoses"
"Dermatomyositis",0,0,0,0,709.5,"Dermatomyositis"
"Dermatophytosis",0,0,1,1,110.1,"Dermatophytosis"
"Dermatophytosis...Dermatomycosis",0,0,0,0,110,"Dermatophytosis / Dermatomycosis"
"Dermatophytosis.of.nail",3,1,4,8,110.11,"Dermatophytosis of nail"
"Dermatophytosis.of.the.body",0,0,0,0,110.13,"Dermatophytosis of the body"
"Develomental.delays.and.disorders",3,4,4,11,315,"Develomental delays and disorders"
"Diabetes.insipidus",0,0,0,0,253.3,"Diabetes insipidus"
"Diabetes.mellitus",3,1,4,8,250,"Diabetes mellitus"
"Diabetes.or.abnormal.glucose.tolerance.complicating.pregnancy",0,0,0,0,649.1,"Diabetes or abnormal glucose tolerance complicating pregnancy"
"Diabetes.type.1.with.peripheral.circulatory.disorders",0,0,0,0,250.15,"Diabetes type 1 with peripheral circulatory disorders"
"Diabetes.type.2.with.peripheral.circulatory.disorders",0,2,1,3,250.25,"Diabetes type 2 with peripheral circulatory disorders"
"Diabetic.retinopathy",2,2,2,6,250.7,"Diabetic retinopathy"
"Diaper.or.napkin.rash",0,0,0,0,949.1,"Diaper or napkin rash"
"Diaphragmatic.hernia",4,4,3,11,550.2,"Diaphragmatic hernia"
"Diarrhea",3,2,4,9,561.1,"Diarrhea"
"Difficulty.in.walking",3,4,1,8,741.3,"Difficulty in walking"
"Diffuse.diseases.of.connective.tissue",0,0,0,0,709,"Diffuse diseases of connective tissue"
"Digestive.congenital.anomalies",0,0,0,0,750,"Digestive congenital anomalies"
"Diplopia.and.disorders.of.binocular.vision",4,4,3,11,368.2,"Diplopia and disorders of binocular vision"
"Disease.of.capillaries",0,0,0,0,448,"Disease of capillaries"
"Disease.of.tricuspid.valve",2,4,1,7,394.7,"Disease of tricuspid valve"
"Diseases.and.other.conditions.of.the.tongue",0,0,0,0,529,"Diseases and other conditions of the tongue"
"Diseases.due.to.other.mycobacteria",0,0,0,0,31,"Diseases due to other mycobacteria"
"Diseases.of.esophagus",0,0,1,1,530,"Diseases of esophagus"
"Diseases.of.hair.and.hair.follicles",0,0,2,2,704,"Diseases of hair and hair follicles"
"Diseases.of.hard.tissues.of.teeth",0,0,0,0,521,"Diseases of hard tissues of teeth"
"Diseases.of.lips",1,0,0,1,528.5,"Diseases of lips"
"Diseases.of.nail..NOS",2,1,0,3,703,"Diseases of nail, NOS"
"Diseases.of.pancreas",2,1,0,3,577,"Diseases of pancreas"
"Diseases.of.pulp.and.periapical.tissues",0,0,0,0,522,"Diseases of pulp and periapical tissues"
"Diseases.of.sebaceous.glands",0,0,0,0,706,"Diseases of sebaceous glands"
"Diseases.of.spleen",1,0,0,1,289.5,"Diseases of spleen"
"Diseases.of.the.jaws",0,0,0,0,526,"Diseases of the jaws"
"Diseases.of.the.larynx.and.vocal.cords",2,1,1,4,473,"Diseases of the larynx and vocal cords"
"Diseases.of.the.oral.soft.tissues..excluding.lesions.specific.for.gingiva.and.tongue",0,0,1,1,528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue"
"Diseases.of.the.salivary.glands",0,0,0,0,527,"Diseases of the salivary glands"
"Diseases.of.thymus.gland",0,0,0,0,254,"Diseases of thymus gland"
"Diseases.of.white.blood.cells",0,1,0,1,288,"Diseases of white blood cells"
"Dislocation",1,2,1,4,830,"Dislocation"
"Disorder.of.skin.and.subcutaneous.tissue.NOS",1,4,3,8,689,"Disorder of skin and subcutaneous tissue NOS"
"Disorders.involving.the.immune.mechanism",2,3,3,8,279,"Disorders involving the immune mechanism"
"Disorders.of.acoustic.nerve",0,0,0,0,389.5,"Disorders of acoustic nerve"
"Disorders.of.adrenal.glands",3,1,0,4,255,"Disorders of adrenal glands"
"Disorders.of.amino.acid.metabolism",0,0,0,0,270.2,"Disorders of amino-acid metabolism"
"Disorders.of.bilirubin.excretion",1,1,1,3,277.4,"Disorders of bilirubin excretion"
"Disorders.of.calcium.phosphorus.metabolism",0,1,1,2,275.5,"Disorders of calcium/phosphorus metabolism"
"Disorders.of.carbohydrate.transport.and.metabolism",0,0,0,0,271,"Disorders of carbohydrate transport and metabolism"
"Disorders.of.coccyx",0,0,0,0,724.2,"Disorders of coccyx"
"Disorders.of.conjunctiva",1,1,3,5,372,"Disorders of conjunctiva"
"Disorders.of.copper.metabolism",0,0,0,0,275.2,"Disorders of copper metabolism"
"Disorders.of.diaphragm",2,1,1,4,513.8,"Disorders of diaphragm"
"Disorders.of.esophageal.motility",1,0,0,1,530.5,"Disorders of esophageal motility"
"Disorders.of.external.ear",0,0,0,0,380,"Disorders of external ear"
"Disorders.of.function.of.stomach",0,0,0,0,536,"Disorders of function of stomach"
"Disorders.of.iris.and.ciliary.body",0,0,0,0,379.5,"Disorders of iris and ciliary body"
"Disorders.of.iron.metabolism",0,0,0,0,275.1,"Disorders of iron metabolism"
"Disorders.of.lacrimal.system",0,0,0,0,375,"Disorders of lacrimal system"
"Disorders.of.lipoid.metabolism",0,0,0,0,272,"Disorders of lipoid metabolism"
"Disorders.of.magnesium.metabolism",3,4,3,10,275.3,"Disorders of magnesium metabolism"
"Disorders.of.menstruation.and.other.abnormal.bleeding.from.female.genital.tract",0,0,1,1,626,"Disorders of menstruation and other abnormal bleeding from female genital tract"
"Disorders.of.mineral.metabolism",2,1,0,3,275,"Disorders of mineral metabolism"
"Disorders.of.muscle..ligament..and.fascia",0,0,0,0,728,"Disorders of muscle, ligament, and fascia"
"Disorders.of.optic.nerve.and.visual.pathways",2,0,0,2,377,"Disorders of optic nerve and visual pathways"
"Disorders.of.other.cranial.nerves",3,0,1,4,352,"Disorders of other cranial nerves"
"Disorders.of.parathyroid.gland",0,0,0,0,252,"Disorders of parathyroid gland"
"Disorders.of.penis",0,0,1,1,604,"Disorders of penis"
"Disorders.of.phosphorus.metabolism",3,2,2,7,275.53,"Disorders of phosphorus metabolism"
"Disorders.of.plasma.protein.metabolism",0,0,0,0,270.3,"Disorders of plasma protein metabolism"
"Disorders.of.porphyrin.metabolism",0,0,0,0,277.1,"Disorders of porphyrin metabolism"
"Disorders.of.refraction.and.accommodation..blindness.and.low.vision",0,0,0,0,367,"Disorders of refraction and accommodation; blindness and low vision"
"Disorders.of.sacrum",0,0,0,0,724.1,"Disorders of sacrum"
"Disorders.of.sweat.glands",0,0,0,0,705,"Disorders of sweat glands"
"Disorders.of.the.autonomic.nervous.system",1,4,1,6,337,"Disorders of the autonomic nervous system"
"Disorders.of.the.globe",0,0,0,0,360,"Disorders of the globe"
"Disorders.of.the.orbit",2,2,0,4,376,"Disorders of the orbit"
"Disorders.of.the.pituitary.gland.and.its.hypothalamic.control",0,0,0,0,253,"Disorders of the pituitary gland and its hypothalamic control"
"Disorders.of.tooth.development",0,0,0,0,520,"Disorders of tooth development"
"Disorders.of.urea.cycle.metabolism",0,0,1,1,270.21,"Disorders of urea cycle metabolism"
"Disorders.of.uterus..NEC",0,0,0,0,619.2,"Disorders of uterus, NEC"
"Disorders.of.vitreous.body",3,1,3,7,379.2,"Disorders of vitreous body"
"Disorders.resulting.from.impaired.renal.function",0,0,2,2,588,"Disorders resulting from impaired renal function"
"Disorders.secondary.to.childbirth..surgery..trauma",0,0,0,0,617,"Disorders secondary to childbirth, surgery, trauma"
"Displacement.of.intervertebral.disc",4,0,1,5,722.1,"Displacement of intervertebral disc"
"Dissociative.disorder",0,0,0,0,303.1,"Dissociative disorder"
"Disturbance.of.salivary.secretion",2,4,2,8,527.7,"Disturbance of salivary secretion"
"Disturbance.of.skin.sensation",4,4,4,12,687.4,"Disturbance of skin sensation"
"Disturbances.in.tooth.eruption",0,0,0,0,520.2,"Disturbances in tooth eruption"
"Disturbances.of.amino.acid.transport",0,0,0,0,270.1,"Disturbances of amino-acid transport"
"Disturbances.of.sensation.of.smell.and.taste",0,0,0,0,350.6,"Disturbances of sensation of smell and taste"
"Disturbances.of.sulphur.bearing.amino.acid.metabolism",0,0,0,0,270.11,"Disturbances of sulphur-bearing amino-acid metabolism"
"Diverticulitis",3,1,3,7,562.2,"Diverticulitis"
"Diverticulosis",1,2,4,7,562.1,"Diverticulosis"
"Diverticulosis.and.diverticulitis",0,0,0,0,562,"Diverticulosis and diverticulitis"
"Diverticulum.of.esophagus..acquired",0,0,2,2,530.6,"Diverticulum of esophagus, acquired"
"Dizziness.and.giddiness..Light.headedness.and.vertigo.",4,4,3,11,386.9,"Dizziness and giddiness (Light-headedness and vertigo)"
"Drusen..degenerative..of.retina",0,0,0,0,362.27,"Drusen (degenerative) of retina"
"Dry.eyes",0,1,1,2,375.1,"Dry eyes"
"Duodenal.ulcer",4,1,1,6,531.3,"Duodenal ulcer"
"Duodenitis",0,0,1,1,535.6,"Duodenitis"
"Dyschromia.and.Vitiligo",0,0,0,0,694,"Dyschromia and Vitiligo"
"Dyshidrosis",0,0,0,0,705.1,"Dyshidrosis"
"Dysmenorrhea",0,0,0,0,626.2,"Dysmenorrhea"
"Dysmetabolic.syndrome.X",1,0,0,1,277.7,"Dysmetabolic syndrome X"
"Dyspareunia",0,0,0,0,625.1,"Dyspareunia"
"Dyspepsia.and.other.specified.disorders.of.function.of.stomach",0,1,1,2,536.8,"Dyspepsia and other specified disorders of function of stomach"
"Dysphagia",4,3,4,11,532,"Dysphagia"
"Dysplasia.of.female.genital.organs",0,0,0,0,620,"Dysplasia of female genital organs"
"Dysplasia.of.prostate",1,1,1,3,602.3,"Dysplasia of prostate"
