feature,num_methods_outof3_feature_important_AD,num_methods_outof3_feature_important_PD,num_methods_outof3_feature_important_Dementia,num_methods_outof9_finding_feature_important,PheCode,Phenotype
Other.disorders.of.metabolism,3,3,3,9,277,Other disorders of metabolism
Disorders.of.porphyrin.metabolism,0,0,0,0,277.1,Disorders of porphyrin metabolism
Other.disorders.of.purine.and.pyrimidine.metabolism,0,0,0,0,277.2,Other disorders of purine and pyrimidine metabolism
Disorders.of.bilirubin.excretion,1,1,1,3,277.4,Disorders of bilirubin excretion
Other.disorders.of.lipoid.metabolism,0,0,0,0,277.5,Other disorders of lipoid metabolism
Lipoprotein.disorders,1,0,2,3,277.51,Lipoprotein disorders
Other.deficiencies.of.circulating.enzymes,0,0,0,0,277.6,Other deficiencies of circulating enzymes
Dysmetabolic.syndrome.X,1,0,0,1,277.7,Dysmetabolic syndrome X
Overweight..obesity.and.other.hyperalimentation,0,0,0,0,278,"Overweight, obesity and other hyperalimentation"
Obesity,3,3,3,9,278.1,Obesity
Morbid.obesity,2,1,2,5,278.11,Morbid obesity
Localized.adiposity,0,0,0,0,278.3,Localized adiposity
Disorders.involving.the.immune.mechanism,1,3,2,6,279,Disorders involving the immune mechanism
Immunity.deficiency,1,3,2,6,279.1,Immunity deficiency
Deficiency.of.humoral.immunity,1,0,1,2,279.11,Deficiency of humoral immunity
Autoimmune.disease.NEC,0,0,2,2,279.2,Autoimmune disease NEC
Other.immunological.findings,0,0,2,2,279.7,Other immunological findings
Other.specified.disorders.involving.the.immune.mechanism,0,0,0,0,279.8,Other specified disorders involving the immune mechanism
Iron.deficiency.anemias,0,0,0,0,280,Iron deficiency anemias
Iron.deficiency.anemias..unspecified.or.not.due.to.blood.loss,3,3,2,8,280.1,"Iron deficiency anemias, unspecified or not due to blood loss"
Iron.deficiency.anemia.secondary.to.blood.loss..chronic.,2,2,3,7,280.2,Iron deficiency anemia secondary to blood loss (chronic)
Other.deficiency.anemia,0,0,0,0,281,Other deficiency anemia
Megaloblastic.anemia,1,0,0,1,281.1,Megaloblastic anemia
Pernicious.anemia,0,3,2,5,281.11,Pernicious anemia
Other.vitamin.B12.deficiency.anemia,2,1,0,3,281.12,Other vitamin B12 deficiency anemia
Folate.deficiency.anemia,0,0,1,1,281.13,Folate-deficiency anemia
Deficiency.anemias,2,1,0,3,281.9,Deficiency anemias
Sickle.cell.anemia,0,0,0,0,282.5,Sickle cell anemia
Other.hemoglobinopathies,0,0,0,0,282.8,Other hemoglobinopathies
Other.hereditary.hemolytic.anemias,0,0,0,0,282.9,Other hereditary hemolytic anemias
Acquired.hemolytic.anemias,2,0,2,4,283,Acquired hemolytic anemias
Autoimmune.hemolytic.anemias,1,2,0,3,283.1,Autoimmune hemolytic anemias
Non.autoimmune.hemolytic.anemias,0,0,0,0,283.2,Non-autoimmune hemolytic anemias
Hemolytic.uremic.syndrome,0,0,0,0,283.21,Hemolytic-uremic syndrome
Aplastic.anemia,0,0,0,0,284,Aplastic anemia
Pancytopenia,1,1,1,3,284.1,Pancytopenia
Constitutional.aplastic.anemia,0,0,0,0,284.2,Constitutional aplastic anemia
Other.anemias,3,3,2,8,285,Other anemias
Acute.posthemorrhagic.anemia,1,1,2,4,285.1,Acute posthemorrhagic anemia
Anemia.of.chronic.disease,3,1,1,5,285.2,Anemia of chronic disease
Anemia.in.chronic.kidney.disease,1,1,1,3,285.21,Anemia in chronic kidney disease
Anemia.in.neoplastic.disease,2,2,1,5,285.22,Anemia in neoplastic disease
Sideroblastic.anemia,0,0,0,0,285.3,Sideroblastic anemia
Hemoglobinuria,0,0,0,0,285.8,Hemoglobinuria
Congenital.coagulation.defects,0,0,0,0,286.1,Congenital coagulation defects
Von.willebrand.s.disease,0,0,0,0,286.11,Von willebrand's disease
Congenital.deficiency.of.other.clotting.factors..including.factor.VII.,0,0,0,0,286.12,Congenital deficiency of other clotting factors (including factor VII)
Congenital.factor.VIII.disorder,0,0,0,0,286.13,Congenital factor VIII disorder
Coagulation.defects.complicating.pregnancy.or.postpartum,0,0,0,0,286.3,Coagulation defects complicating pregnancy or postpartum
Acquired.coagulation.factor.deficiency,1,1,0,2,286.4,Acquired coagulation factor deficiency
Hemorrhagic.disorder.due.to.intrinsic.circulating.anticoagulants,0,0,0,0,286.5,Hemorrhagic disorder due to intrinsic circulating anticoagulants
Defibrination.syndrome,0,1,0,1,286.6,Defibrination syndrome
Other.and.unspecified.coagulation.defects,3,2,1,6,286.7,Other and unspecified coagulation defects
Hypercoagulable.state,0,0,0,0,286.8,Hypercoagulable state
Primary.hypercoagulable.state,0,0,0,0,286.81,Primary hypercoagulable state
Abnormal.coagulation.profile,0,1,1,2,286.9,Abnormal coagulation profile
Purpura.and.other.hemorrhagic.conditions,0,0,2,2,287,Purpura and other hemorrhagic conditions
Spontaneous.ecchymoses,0,0,0,0,287.1,Spontaneous ecchymoses
Allergic.purpura,0,0,0,0,287.2,Allergic purpura
Thrombocytopenia,1,3,3,7,287.3,Thrombocytopenia
Primary.thrombocytopenia,0,0,0,0,287.31,Primary thrombocytopenia
Secondary.thrombocytopenia,1,0,2,3,287.32,Secondary thrombocytopenia
Qualitative.platelet.defects,0,0,0,0,287.4,Qualitative platelet defects
Diseases.of.white.blood.cells,0,1,0,1,288,Diseases of white blood cells
Decreased.white.blood.cell.count,0,0,1,1,288.1,Decreased white blood cell count
Neutropenia,2,0,3,5,288.11,Neutropenia
Elevated.white.blood.cell.count,2,1,3,6,288.2,Elevated white blood cell count
Eosinophilia,0,0,0,0,288.3,Eosinophilia
Other.diseases.of.blood.and.blood.forming.organs,0,3,0,3,289,Other diseases of blood and blood-forming organs
Myelofibrosis,0,0,0,0,289.1,Myelofibrosis
Lymphadenitis,3,3,2,8,289.4,Lymphadenitis
Diseases.of.spleen,1,0,0,1,289.5,Diseases of spleen
Polycythemia.vera..secondary,0,0,1,1,289.8,"Polycythemia vera, secondary"
Abnormality.of.red.blood.cells,0,0,1,1,289.9,Abnormality of red blood cells
Delirium.dementia.and.amnestic.and.other.cognitive.disorders,3,3,3,9,290,Delirium dementia and amnestic and other cognitive disorders
Dementia.with.cerebral.degenerations,2,3,3,8,290.12,Dementia with cerebral degenerations
Senile.dementia,3,3,3,9,290.13,Senile dementia
Vascular.dementia,3,3,3,9,290.16,Vascular dementia
Delirium.due.to.conditions.classified.elsewhere,0,1,1,2,290.2,Delirium due to conditions classified elsewhere
Other.persistent.mental.disorders.due.to.conditions.classified.elsewhere,3,3,3,9,290.3,Other persistent mental disorders due to conditions classified elsewhere
Transient.mental.disorders.due.to.conditions.classified.elsewhere,0,0,0,0,291.1,Transient mental disorders due to conditions classified elsewhere
Specific.nonpsychotic.mental.disorders.due.to.brain.damage,0,0,1,1,291.4,Specific nonpsychotic mental disorders due to brain damage
Alteration.of.consciousness,2,3,3,8,291.8,Alteration of consciousness
Neurological.disorders,0,0,1,1,292,Neurological disorders
Aphasia.speech.disturbance,3,2,3,8,292.1,Aphasia/speech disturbance
Aphasia,0,3,3,6,292.11,Aphasia
Symbolic.dysfunction,0,0,0,0,292.12,Symbolic dysfunction
Mild.cognitive.impairment,3,3,3,9,292.2,Mild cognitive impairment
Memory.loss,3,3,2,8,292.3,Memory loss
Altered.mental.status,2,3,3,8,292.4,Altered mental status
Transient.alteration.of.awareness,0,0,1,1,292.5,Transient alteration of awareness
Hallucinations,2,3,0,5,292.6,Hallucinations
Symptoms.involving.head.and.neck,0,0,1,1,293,Symptoms involving head and neck
Swelling..mass..or.lump.in.head.and.neck..Space.occupying.lesion..intracranial.NOS.,2,2,2,6,293.1,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]"
Schizophrenia.and.other.psychotic.disorders,0,0,1,1,295,Schizophrenia and other psychotic disorders
Schizophrenia,3,2,1,6,295.1,Schizophrenia
Paranoid.disorders,3,1,2,6,295.2,Paranoid disorders
Psychosis,0,3,3,6,295.3,Psychosis
Mood.disorders,3,3,0,6,296,Mood disorders
Bipolar,3,3,1,7,296.1,Bipolar
Depression,2,2,3,7,296.2,Depression
Major.depressive.disorder,2,3,0,5,296.22,Major depressive disorder
Suicidal.ideation.or.attempt,0,0,1,1,297,Suicidal ideation or attempt
Suicidal.ideation,0,0,1,1,297.1,Suicidal ideation
Anxiety..phobic.and.dissociative.disorders,0,2,0,2,300,"Anxiety, phobic and dissociative disorders"
Anxiety.disorder,2,3,3,8,300.1,Anxiety disorder
Generalized.anxiety.disorder,0,3,3,6,300.11,Generalized anxiety disorder
Agorophobia..social.phobia..and.panic.disorder,3,0,0,3,300.12,"Agorophobia, social phobia, and panic disorder"
Phobia,0,0,0,0,300.13,Phobia
Generalized.anxiety...phobic.disorders,0,0,0,0,300.2,Generalized anxiety & phobic disorders
Obsessive.compulsive.disorders,0,0,0,0,300.3,Obsessive-compulsive disorders
Dysthymic.disorder,0,1,1,2,300.4,Dysthymic disorder
Acute.reaction.to.stress,0,0,0,0,300.8,Acute reaction to stress
Posttraumatic.stress.disorder,0,0,1,1,300.9,Posttraumatic stress disorder
Personality.disorders,0,0,0,0,301,Personality disorders
Schizoid.personality.disorder,0,2,0,2,301.1,Schizoid personality disorder
Antisocial.borderline.personality.disorder,0,0,0,0,301.2,Antisocial/borderline personality disorder
Sexual.and.gender.identity.disorders,0,0,0,0,302,Sexual and gender identity disorders
Decreased.libido,0,0,0,0,302.1,Decreased libido
Psychogenic.and.somatoform.disorders,0,0,0,0,303,Psychogenic and somatoform disorders
Dissociative.disorder,0,0,0,0,303.1,Dissociative disorder
Psychogenic.disorder,0,2,2,4,303.3,Psychogenic disorder
Gastrointestinal.malfunction.arising.from.mental.factors,0,0,0,0,303.31,Gastrointestinal malfunction arising from mental factors
Somatoform.disorder,0,0,0,0,303.4,Somatoform disorder
Adjustment.reaction,0,1,2,3,304,Adjustment reaction
Eating.disorder,0,0,0,0,305.2,Eating disorder
Anorexia.nervosa,0,0,0,0,305.21,Anorexia nervosa
Other.mental.disorder,0,0,0,0,306,Other mental disorder
Mental.disorders.durring.after.pregnancy,0,1,0,1,306.1,Mental disorders durring/after pregnancy
Tension.headache,0,0,0,0,306.9,Tension headache
Conduct.disorders,0,0,1,1,312,Conduct disorders
Impulse.control.disorder,0,1,0,1,312.3,Impulse control disorder
Pervasive.developmental.disorders,0,0,1,1,313,Pervasive developmental disorders
Attention.deficit.hyperactivity.disorder,0,0,1,1,313.1,Attention deficit hyperactivity disorder
Tics.and.stuttering,1,0,0,1,313.2,Tics and stuttering
Autism,0,0,0,0,313.3,Autism
Develomental.delays.and.disorders,2,3,3,8,315,Develomental delays and disorders
Learning.disorder,0,0,0,0,315.1,Learning disorder
Speech.and.language.disorder,0,0,0,0,315.2,Speech and language disorder
Mental.retardation,1,0,0,1,315.3,Mental retardation
Substance.addiction.and.disorders,2,1,3,6,316,Substance addiction and disorders
Polyneuropathy.due.to.drugs,0,0,0,0,316.1,Polyneuropathy due to drugs
Alcohol.related.disorders,3,3,3,9,317,Alcohol-related disorders
Alcoholism,3,3,1,7,317.1,Alcoholism
Alcoholic.liver.damage,3,1,0,4,317.11,Alcoholic liver damage
Tobacco.use.disorder,2,3,3,8,318,Tobacco use disorder
Meningitis,0,0,0,0,320,Meningitis
Encephalitis,0,0,0,0,323,Encephalitis
Acute..transverse..myelitis,0,0,0,0,323.2,Acute (transverse) myelitis
Encephalitis..non.infectious,0,0,1,1,323.8,"Encephalitis, non-infectious"
Other.CNS.infection.and.poliomyelitis,1,0,0,1,324,Other CNS infection and poliomyelitis
Jakob.Creutzfeldt.disease,0,0,1,1,324.1,Jakob-Creutzfeldt disease
Phlebitis.and.thrombophlebitis.of.intracranial.venous.sinuses,0,0,0,0,325,Phlebitis and thrombophlebitis of intracranial venous sinuses
Sleep.disorders,0,3,3,6,327,Sleep disorders
Hypersomnia,0,0,0,0,327.1,Hypersomnia
Sleep.apnea,3,0,1,4,327.3,Sleep apnea
Central.nonobstroctive.sleep.apnea,0,1,0,1,327.31,Central/nonobstroctive sleep apnea
Obstructive.sleep.apnea,1,2,2,5,327.32,Obstructive sleep apnea
Insomnia,2,1,3,6,327.4,Insomnia
Organic.or.persistent.insomnia,0,0,0,0,327.41,Organic or persistent insomnia
Parasomnia,1,3,0,4,327.5,Parasomnia
Circadian.rhythm.sleep.disorder,0,0,1,1,327.6,Circadian rhythm sleep disorder
Sleep.related.movement.disorders,0,0,0,0,327.7,Sleep related movement disorders
Restless.legs.syndrome,3,3,0,6,327.71,Restless legs syndrome
Sleep.related.leg.cramps,0,0,0,0,327.72,Sleep related leg cramps
Other.cerebral.degenerations,2,2,0,4,331,Other cerebral degenerations
Hydrocephalus,1,1,3,5,331.1,Hydrocephalus
Cerebral.degeneration..unspecified,3,3,3,9,331.9,"Cerebral degeneration, unspecified"
Extrapyramidal.disease.and.abnormal.movement.disorders,1,3,0,4,333,Extrapyramidal disease and abnormal movement disorders
Essential.tremor,2,3,3,8,333.1,Essential tremor
Myoclonus,1,0,0,1,333.2,Myoclonus
Tics.and.choreas,3,3,1,7,333.3,Tics and choreas
Torsion.dystonia,2,3,1,6,333.4,Torsion dystonia
Other.degenerative.diseases.of.the.basal.ganglia,3,3,1,7,333.8,Other degenerative diseases of the basal ganglia
Degenerative.disease.of.the.spinal.cord,1,0,1,2,334,Degenerative disease of the spinal cord
Spinocerebellar.disease,3,0,1,4,334.1,Spinocerebellar disease
Anterior.horn.cell.disease,0,0,0,0,334.2,Anterior horn cell disease
Amyotrophic.Lateral.Sclerosis,0,0,0,0,334.21,Amyotrophic Lateral Sclerosis
Multiple.sclerosis,2,0,0,2,335,Multiple sclerosis
Disorders.of.the.autonomic.nervous.system,1,3,1,5,337,Disorders of the autonomic nervous system
Peripheral.autonomic.neuropathy,0,0,0,0,337.1,Peripheral autonomic neuropathy
Pain,0,0,0,0,338,Pain
Acute.pain,1,1,1,3,338.1,Acute pain
Chronic.pain,2,1,2,5,338.2,Chronic pain
Other.headache.syndromes,3,3,3,9,339,Other headache syndromes
Migraine,0,0,0,0,340,Migraine
Migrain.with.aura,0,0,0,0,340.1,Migrain with aura
Other.demyelinating.diseases.of.central.nervous.system,0,0,0,0,341,Other demyelinating diseases of central nervous system
Hemiplegia,3,3,1,7,342,Hemiplegia
Infantile.cerebral.palsy,0,0,0,0,343,Infantile cerebral palsy
Other.paralytic.syndromes,1,0,1,2,344,Other paralytic syndromes
Epilepsy..recurrent.seizures..convulsions,2,2,3,7,345,"Epilepsy, recurrent seizures, convulsions"
Epilepsy,0,1,1,2,345.1,Epilepsy
Generalized.convulsive.epilepsy,0,0,1,1,345.11,Generalized convulsive epilepsy
Partial.epilepsy,3,1,1,5,345.12,Partial epilepsy
Convulsions,2,1,3,6,345.3,Convulsions
Abnormal.findings.on.study.of.brain.and.or.nervous.system,0,0,0,0,346,Abnormal findings on study of brain and/or nervous system
Nonspecific.abnormal.findings.on.radiological.and.other.examination.of.skull.and.head,2,3,3,8,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head
Nonspecific.abnormal.results.of.function.study.of.brain.and.central.nervous.system,0,0,0,0,346.2,Nonspecific abnormal results of function study of brain and central nervous system
Nonspecific.abnormal.findings.in.cerebrospinal.fluid,1,0,0,1,346.3,Nonspecific abnormal findings in cerebrospinal fluid
Cataplexy.and.narcolepsy,1,0,0,1,347,Cataplexy and narcolepsy
Other.conditions.of.brain,1,0,0,1,348,Other conditions of brain
Cerebral.edema.and.compression.of.brain,3,3,3,9,348.2,Cerebral edema and compression of brain
Cerebral.cysts,0,0,0,0,348.4,Cerebral cysts
Coma,1,1,1,3,348.7,Coma
Encephalopathy..not.elsewhere.classified,3,1,3,7,348.8,"Encephalopathy, not elsewhere classified"
Other.conditions.of.brain..NOS,3,2,3,8,348.9,"Other conditions of brain, NOS"
Other.and.unspecified.disorders.of.the.nervous.system,3,2,2,7,349,Other and unspecified disorders of the nervous system
Abnormal.involuntary.movements,3,3,3,9,350.1,Abnormal involuntary movements
Lack.of.coordination,3,3,0,6,350.3,Lack of coordination
Abnormal.reflex,1,1,1,3,350.5,Abnormal reflex
Disturbances.of.sensation.of.smell.and.taste,0,0,0,0,350.6,Disturbances of sensation of smell and taste
Other.peripheral.nerve.disorders,1,2,3,6,351,Other peripheral nerve disorders
Disorders.of.other.cranial.nerves,2,0,1,3,352,Disorders of other cranial nerves
Trigeminal.nerve.disorders..CN5.,2,2,0,4,352.1,Trigeminal nerve disorders [CN5]
Facial.nerve.disorders..CN7.,1,0,2,3,352.2,Facial nerve disorders [CN7]
Nerve.root.and.plexus.disorders,1,0,0,1,353,Nerve root and plexus disorders
Nerve.plexus.lesions,0,0,0,0,353.1,Nerve plexus lesions
Nerve.root.lesions,0,0,0,0,353.2,Nerve root lesions
Complex.regional.central.pain.syndrome,0,0,1,1,355,Complex regional/central pain syndrome
Chronic.pain.syndrome,0,0,0,0,355.1,Chronic pain syndrome
Hereditary.and.idiopathic.peripheral.neuropathy,3,3,0,6,356,Hereditary and idiopathic peripheral neuropathy
Inflammatory.and.toxic.neuropathy,3,2,2,7,357,Inflammatory and toxic neuropathy
Myoneural.disorders,0,0,0,0,358,Myoneural disorders
Myasthenia.gravis,0,0,0,0,358.1,Myasthenia gravis
Muscular.dystrophies.and.other.myopathies,0,0,0,0,359,Muscular dystrophies and other myopathies
Muscular.dystrophies,0,0,0,0,359.1,Muscular dystrophies
Myopathy,1,0,0,1,359.2,Myopathy
Disorders.of.the.globe,0,0,0,0,360,Disorders of the globe
Progressive.myopia,0,0,0,0,360.2,Progressive myopia
Hypotony.of.eye,0,0,0,0,360.3,Hypotony of eye
Retinal.detachments.and.defects,2,0,2,4,361,Retinal detachments and defects
Retinal.detachment.with.retinal.defect,0,0,0,0,361.1,Retinal detachment with retinal defect
Retinoschisis.and.retinal.cysts,0,0,0,0,361.2,Retinoschisis and retinal cysts
Other.retinal.disorders,0,0,0,0,362,Other retinal disorders
Retinopathy.of.prematurity,0,0,0,0,362.1,Retinopathy of prematurity
Degeneration.of.macula.and.posterior.pole.of.retina,0,0,0,0,362.2,Degeneration of macula and posterior pole of retina
Macular.degeneration..dry,0,0,0,0,362.21,"Macular degeneration, dry"
Macular.degeneration..wet,0,0,1,1,362.22,"Macular degeneration, wet"
Cystoid.macular.degeneration.of.retina,0,1,1,2,362.23,Cystoid macular degeneration of retina
Macular.puckering.of.retina,0,0,0,0,362.26,Macular puckering of retina
Drusen..degenerative..of.retina,0,0,0,0,362.27,Drusen (degenerative) of retina
Macular.degeneration..senile..of.retina.NOS,0,0,1,1,362.29,Macular degeneration (senile) of retina NOS
Other.nondiabetic.retinopathy,1,2,1,4,362.3,Other nondiabetic retinopathy
Separation.of.retinal.layers,0,0,0,0,362.31,Separation of retinal layers
Retinal.vascular.changes.and.abnomalities,0,1,1,2,362.4,Retinal vascular changes and abnomalities
Toxic.maculopathy.of.retina,0,0,0,0,362.5,Toxic maculopathy of retina
Peripheral.retinal.degenerations,0,0,0,0,362.6,Peripheral retinal degenerations
Hereditary.retinal.dystrophies,0,0,0,0,362.7,Hereditary retinal dystrophies
Retinal.hemorrhage.ischemia,0,0,0,0,362.8,Retinal hemorrhage/ischemia
Retinal.edema,0,1,1,2,362.9,Retinal edema
Chorioretinal.inflammations..scars..and.other.disorders.of.choroid,0,0,0,0,363,"Chorioretinal inflammations, scars, and other disorders of choroid"
Chorioretinal.scars,0,0,0,0,363.3,Chorioretinal scars
Choroidal.degenerations,0,0,0,0,363.4,Choroidal degenerations
Corneal.opacity.and.other.disorders.of.cornea,0,0,0,0,364,Corneal opacity and other disorders of cornea
Corneal.opacity,0,0,0,0,364.1,Corneal opacity
Corneal.edema,0,0,0,0,364.2,Corneal edema
Corneal.degenerations,0,0,0,0,364.4,Corneal degenerations
Keratoconus,0,0,0,0,364.41,Keratoconus
Corneal.dystrophy,0,0,0,0,364.5,Corneal dystrophy
Fuchs..dystrophy,0,0,0,0,364.51,Fuchs' dystrophy
Cornea.replaced.by.transplant,0,0,0,0,364.9,Cornea replaced by transplant
Glaucoma,3,3,1,7,365,Glaucoma
Open.angle.glaucoma,0,1,1,2,365.1,Open-angle glaucoma
Primary.open.angle.glaucoma,1,1,3,5,365.11,Primary open angle glaucoma
Primary.angle.closure.glaucoma,0,1,1,2,365.2,Primary angle-closure glaucoma
Pseudoexfoliation.glaucoma,0,0,0,0,365.5,Pseudoexfoliation glaucoma
Cataract,1,3,3,7,366,Cataract
Nonsenile.Cataract,0,0,0,0,366.1,Nonsenile Cataract
Senile.cataract,2,1,3,6,366.2,Senile cataract
Traumatic.cataract,0,0,0,0,366.3,Traumatic cataract
Disorders.of.refraction.and.accommodation..blindness.and.low.vision,0,0,0,0,367,Disorders of refraction and accommodation; blindness and low vision
Myopia,2,1,0,3,367.1,Myopia
Astigmatism,2,1,1,4,367.2,Astigmatism
Presbyopia,2,3,0,5,367.4,Presbyopia
Hypermetropia,1,1,1,3,367.8,Hypermetropia
Blindness.and.low.vision,0,2,1,3,367.9,Blindness and low vision
Visual.disturbances,2,1,2,5,368,Visual disturbances
Amblyopia,0,2,0,2,368.1,Amblyopia
Diplopia.and.disorders.of.binocular.vision,3,3,3,9,368.2,Diplopia and disorders of binocular vision
Anisometropia,0,0,0,0,368.3,Anisometropia
Visual.field.defects,0,0,1,1,368.4,Visual field defects
Color.vision.deficiencies,0,0,0,0,368.5,Color vision deficiencies
Subjective.visual.disturbances,3,2,3,8,368.9,Subjective visual disturbances
Psychophysical.visual.disturbances,0,0,1,1,368.91,Psychophysical visual disturbances
Infection.of.the.eye,0,0,0,0,369,Infection of the eye
Eye.infection..viral,0,0,0,0,369.2,"Eye infection, viral"
Conjunctivitis..infectious,0,1,1,2,369.5,"Conjunctivitis, infectious"
Keratitis,0,0,0,0,370,Keratitis
Corneal.ulcer,0,0,0,0,370.1,Corneal ulcer
Superficial.keratitis,0,0,0,0,370.2,Superficial keratitis
Keratoconjunctivitis,0,0,0,0,370.3,Keratoconjunctivitis
Keratoconjunctivitis.sicca,0,0,0,0,370.31,Keratoconjunctivitis sicca
Inflammation.of.the.eye,0,0,0,0,371,Inflammation of the eye
Uveitis..noninfectious.or.NOS,0,1,0,1,371.1,"Uveitis, noninfectious or NOS"
Conjunctivitis..noninfectious,0,0,0,0,371.2,"Conjunctivitis, noninfectious"
Allergic.conjunctivitis,0,1,1,2,371.21,Allergic conjunctivitis
Inflammation.of.eyelids,2,0,3,5,371.3,Inflammation of eyelids
Noninfectious.dermatoses.of.eyelid,0,0,0,0,371.33,Noninfectious dermatoses of eyelid
Chronic.inflammatory.disorders.of.orbit,0,0,0,0,371.9,Chronic inflammatory disorders of orbit
Disorders.of.conjunctiva,0,1,3,4,372,Disorders of conjunctiva
Other.disorders.of.eyelids,0,0,2,2,374,Other disorders of eyelids
Ectropion.or.entropion,0,0,1,1,374.1,Ectropion or entropion
Lagophthalmos,0,0,0,0,374.2,Lagophthalmos
Ptosis.of.eyelid,0,0,1,1,374.3,Ptosis of eyelid
Dermatochalasis,0,0,1,1,374.6,Dermatochalasis
Disorders.of.lacrimal.system,0,0,0,0,375,Disorders of lacrimal system
Dry.eyes,0,1,1,2,375.1,Dry eyes
Epiphora,0,0,0,0,375.2,Epiphora
Disorders.of.the.orbit,2,2,0,4,376,Disorders of the orbit
Disorders.of.optic.nerve.and.visual.pathways,2,0,0,2,377,Disorders of optic nerve and visual pathways
Optic.atrophy,1,0,1,2,377.1,Optic atrophy
Optic.neuritis.neuropathy,0,0,0,0,377.3,Optic neuritis/neuropathy
Strabismus.and.other.disorders.of.binocular.eye.movements,1,0,0,1,378,Strabismus and other disorders of binocular eye movements
Strabismus..not.specified.as.paralytic.,0,0,0,0,378.1,Strabismus (not specified as paralytic)
Nystagmus.and.other.irregular.eye.movements,0,0,0,0,378.2,Nystagmus and other irregular eye movements
Paralytic.strabismus,0,0,0,0,378.5,Paralytic strabismus
Other.disorders.of.eye,0,3,0,3,379,Other disorders of eye
Scleritis.and.episcleritis,0,0,0,0,379.1,Scleritis and episcleritis
Disorders.of.vitreous.body,2,1,3,6,379.2,Disorders of vitreous body
Aphakia.and.other.disorders.of.lens,0,0,1,1,379.3,Aphakia and other disorders of lens
Anomalies.of.pupillary.function,0,0,1,1,379.4,Anomalies of pupillary function
Disorders.of.iris.and.ciliary.body,0,0,0,0,379.5,Disorders of iris and ciliary body
Pigmentary.iris.degeneration,0,0,0,0,379.51,Pigmentary iris degeneration
Pain..swelling.or.discharge.of.eye,0,1,1,2,379.9,"Pain, swelling or discharge of eye"
Disorders.of.external.ear,0,0,0,0,380,Disorders of external ear
Otitis.externa,0,0,0,0,380.1,Otitis externa
Impacted.cerumen,3,2,3,8,380.4,Impacted cerumen
Otitis.media.and.Eustachian.tube.disorders,0,0,0,0,381,Otitis media and Eustachian tube disorders
Otitis.media,0,0,0,0,381.1,Otitis media
Suppurative.and.unspecified.otitis.media,0,0,0,0,381.11,Suppurative and unspecified otitis media
Eustachian.tube.disorders,0,0,0,0,381.2,Eustachian tube disorders
Mastoiditis...related.conditions,0,0,1,1,381.3,Mastoiditis & related conditions
Otorrhea,0,0,0,0,381.9,Otorrhea
Otalgia,0,1,2,3,382,Otalgia
Otosclerosis,0,0,0,0,383,Otosclerosis
Other.disorders.of.tympanic.membrane,0,0,0,0,384,Other disorders of tympanic membrane
Myringitis,0,0,0,0,384.1,Myringitis
Perforation.of.tympanic.membrane,0,0,0,0,384.4,Perforation of tympanic membrane
Other.disorders.of.middle.ear.and.mastoid,0,0,1,1,385,Other disorders of middle ear and mastoid
Cholesteatoma,0,0,0,0,385.3,Cholesteatoma
Tympanosclerosis.and.middle.ear.disease.related.to.otitis.media,0,0,0,0,385.5,Tympanosclerosis and middle ear disease related to otitis media
Vertiginous.syndromes.and.other.disorders.of.vestibular.system,0,0,0,0,386,Vertiginous syndromes and other disorders of vestibular system
Meniere.s.disease,0,2,0,2,386.1,Meniere's disease
Peripheral.or.central.vertigo,0,1,0,1,386.2,Peripheral or central vertigo
Central.origin.vertigo,0,0,0,0,386.21,Central origin vertigo
Labyrinthitis,0,0,0,0,386.3,Labyrinthitis
Dizziness.and.giddiness..Light.headedness.and.vertigo.,3,3,2,8,386.9,Dizziness and giddiness (Light-headedness and vertigo)
Other.disorders.of.ear,0,0,0,0,388,Other disorders of ear
Hearing.loss,3,3,3,9,389,Hearing loss
Sensorineural.hearing.loss,0,3,3,6,389.1,Sensorineural hearing loss
Conductive.hearing.loss,0,0,0,0,389.2,Conductive hearing loss
Degenerative.and.vascular.disorders.of.ear,0,0,1,1,389.3,Degenerative and vascular disorders of ear
Tinnitus,0,0,0,0,389.4,Tinnitus
Disorders.of.acoustic.nerve,0,0,0,0,389.5,Disorders of acoustic nerve
Rheumatic.disease.of.the.heart.valves,1,1,2,4,394,Rheumatic disease of the heart valves
Mitral.valve.stenosis.and.aortic.valve.stenosis,0,2,1,3,394.1,Mitral valve stenosis and aortic valve stenosis
Mitral.valve.disease,3,1,3,7,394.2,Mitral valve disease
Aortic.valve.disease,3,1,3,7,394.3,Aortic valve disease
Acute.rheumatic.heart.disease,0,0,0,0,394.4,Acute rheumatic heart disease
Disease.of.tricuspid.valve,1,3,0,4,394.7,Disease of tricuspid valve
Heart.valve.disorders,0,0,0,0,395,Heart valve disorders
Nonrheumatic.mitral.valve.disorders,3,2,2,7,395.1,Nonrheumatic mitral valve disorders
Nonrheumatic.aortic.valve.disorders,2,3,3,8,395.2,Nonrheumatic aortic valve disorders
Nonrheumatic.tricuspid.valve.disorders,1,1,1,3,395.3,Nonrheumatic tricuspid valve disorders
Nonrheumatic.pulmonary.valve.disorders,0,1,0,1,395.4,Nonrheumatic pulmonary valve disorders
Heart.valve.replaced,3,1,3,7,395.6,Heart valve replaced
